(5, 33), 32
(23, 51), 28
(10, 33), 28
(8, 53), 26
(5, 24), 25
(18, 31), 25
(38, 53), 25
(5, 27), 25
(2, 50), 25
(29, 36), 25
(17, 53), 25
(26, 54), 25
(1, 48), 25
(18, 56), 24
(24, 42), 24
(5, 23), 24
(5, 11), 24
(23, 30), 24
(42, 59), 24
(2, 35), 24
(24, 33), 23
(16, 20), 23
(13, 42), 23
(29, 47), 23
(9, 41), 23
(4, 52), 23
(25, 51), 23
(45, 56), 23
(8, 43), 23
(10, 28), 23
(23, 47), 23
(43, 54), 23
(17, 27), 23
(51, 52), 23
(41, 58), 23
(41, 53), 23
(27, 49), 23
(4, 27), 23
(36, 53), 23
(46, 54), 23
(10, 47), 22
(4, 17), 22
(12, 32), 22
(15, 57), 22
(1, 13), 22
(40, 52), 22
(12, 37), 22
(24, 44), 22
(3, 5), 22
(41, 42), 22
(33, 51), 22
(1, 5), 22
(4, 51), 22
(6, 28), 22
(23, 53), 22
(30, 47), 22
(5, 51), 22
(5, 16), 22
(13, 33), 22
(29, 31), 22
(24, 50), 22
(13, 27), 22
(28, 51), 22
(27, 53), 21
(1, 51), 21
(46, 51), 21
(38, 50), 21
(51, 59), 21
(5, 58), 21
(44, 54), 21
(27, 40), 21
(43, 57), 21
(20, 60), 21
(4, 44), 21
(15, 42), 21
(27, 52), 21
(4, 18), 21
(6, 24), 21
(17, 42), 21
(13, 41), 21
(13, 29), 21
(5, 17), 21
(8, 12), 21
(13, 51), 21
(40, 42), 21
(2, 43), 21
(5, 46), 21
(16, 27), 21
(1, 4), 21
(33, 42), 21
(21, 38), 21
(29, 38), 21
(8, 44), 21
(6, 34), 21
(6, 50), 21
(16, 34), 21
(12, 54), 21
(13, 17), 21
(37, 51), 21
(47, 50), 21
(24, 57), 21
(4, 54), 21
(31, 51), 20
(43, 52), 20
(5, 10), 20
(17, 44), 20
(14, 29), 20
(50, 54), 20
(7, 39), 20
(5, 18), 20
(17, 39), 20
(4, 29), 20
(29, 51), 20
(3, 32), 20
(17, 33), 20
(32, 34), 20
(9, 32), 20
(15, 16), 20
(8, 32), 20
(43, 55), 20
(17, 49), 20
(39, 49), 20
(6, 19), 20
(4, 33), 20
(8, 23), 20
(44, 55), 20
(32, 49), 20
(4, 38), 20
(2, 51), 20
(12, 44), 20
(26, 28), 20
(1, 49), 20
(7, 51), 20
(16, 57), 20
(24, 56), 20
(46, 49), 20
(23, 49), 20
(36, 51), 20
(18, 58), 20
(42, 44), 20
(11, 30), 20
(33, 36), 20
(31, 57), 20
(28, 31), 20
(17, 38), 20
(24, 60), 20
(4, 13), 20
(11, 33), 20
(4, 56), 20
(13, 24), 20
(51, 56), 20
(10, 56), 20
(7, 8), 20
(29, 59), 20
(30, 35), 20
(4, 28), 20
(33, 49), 20
(5, 59), 20
(8, 30), 20
(12, 60), 20
(13, 53), 20
(3, 47), 20
(7, 43), 20
(4, 36), 19
(29, 44), 19
(1, 28), 19
(20, 58), 19
(19, 39), 19
(12, 50), 19
(37, 54), 19
(1, 33), 19
(31, 33), 19
(2, 30), 19
(36, 49), 19
(2, 16), 19
(46, 58), 19
(1, 6), 19
(6, 51), 19
(43, 58), 19
(19, 34), 19
(10, 57), 19
(31, 54), 19
(27, 59), 19
(10, 20), 19
(10, 43), 19
(42, 49), 19
(12, 16), 19
(31, 42), 19
(5, 35), 19
(17, 32), 19
(20, 53), 19
(28, 53), 19
(7, 35), 19
(34, 53), 19
(21, 36), 19
(36, 42), 19
(6, 33), 19
(23, 33), 19
(4, 25), 19
(3, 36), 19
(6, 10), 19
(7, 41), 19
(20, 42), 19
(42, 47), 19
(25, 30), 19
(27, 44), 19
(33, 43), 19
(16, 45), 19
(17, 59), 19
(29, 48), 19
(12, 47), 19
(29, 57), 19
(29, 50), 19
(20, 32), 19
(28, 32), 19
(5, 34), 19
(2, 18), 19
(26, 49), 19
(8, 49), 19
(43, 56), 19
(29, 42), 19
(4, 45), 19
(16, 24), 19
(20, 37), 19
(2, 23), 19
(4, 53), 19
(34, 37), 19
(44, 51), 19
(50, 52), 19
(46, 56), 19
(18, 53), 19
(4, 59), 19
(15, 31), 19
(2, 52), 19
(43, 53), 19
(24, 32), 19
(7, 12), 19
(18, 30), 19
(23, 38), 19
(14, 33), 19
(5, 56), 19
(28, 33), 19
(10, 54), 19
(44, 47), 19
(32, 50), 19
(12, 45), 19
(2, 11), 19
(47, 59), 19
(22, 29), 19
(35, 39), 19
(40, 58), 19
(28, 38), 19
(30, 52), 19
(7, 50), 19
(44, 53), 19
(50, 53), 19
(19, 30), 19
(27, 46), 18
(13, 20), 18
(24, 28), 18
(39, 57), 18
(33, 60), 18
(41, 44), 18
(28, 43), 18
(31, 46), 18
(5, 39), 18
(52, 57), 18
(10, 12), 18
(44, 49), 18
(48, 52), 18
(42, 46), 18
(28, 48), 18
(32, 51), 18
(28, 29), 18
(12, 56), 18
(2, 54), 18
(16, 35), 18
(8, 18), 18
(4, 47), 18
(2, 32), 18
(9, 54), 18
(33, 48), 18
(31, 45), 18
(17, 47), 18
(24, 51), 18
(7, 45), 18
(36, 54), 18
(39, 43), 18
(2, 21), 18
(16, 50), 18
(3, 23), 18
(7, 24), 18
(57, 58), 18
(45, 53), 18
(5, 52), 18
(19, 52), 18
(29, 54), 18
(12, 33), 18
(10, 27), 18
(18, 20), 18
(23, 31), 18
(23, 41), 18
(23, 54), 18
(32, 38), 18
(9, 36), 18
(14, 49), 18
(6, 13), 18
(16, 54), 18
(20, 49), 18
(3, 56), 18
(8, 36), 18
(3, 53), 18
(24, 38), 18
(27, 51), 18
(4, 23), 18
(37, 58), 18
(4, 30), 18
(7, 55), 18
(11, 48), 18
(4, 5), 18
(5, 20), 18
(18, 29), 18
(40, 50), 18
(17, 48), 18
(2, 5), 18
(35, 36), 18
(2, 28), 18
(24, 49), 18
(14, 36), 18
(34, 42), 18
(13, 54), 18
(3, 13), 18
(13, 47), 18
(25, 41), 18
(18, 44), 18
(16, 37), 18
(53, 56), 18
(4, 16), 18
(10, 41), 18
(17, 52), 18
(29, 49), 18
(24, 53), 18
(14, 51), 18
(3, 16), 18
(4, 49), 18
(22, 28), 18
(27, 42), 18
(30, 37), 18
(6, 53), 18
(47, 53), 18
(29, 34), 18
(10, 23), 18
(19, 49), 18
(24, 36), 18
(4, 21), 18
(23, 37), 18
(12, 24), 18
(17, 40), 18
(7, 53), 18
(18, 50), 18
(6, 17), 18
(34, 43), 18
(16, 58), 18
(1, 2), 18
(27, 41), 18
(36, 59), 18
(10, 50), 18
(8, 52), 18
(30, 41), 17
(17, 50), 17
(24, 40), 17
(17, 43), 17
(19, 58), 17
(35, 43), 17
(1, 52), 17
(26, 52), 17
(9, 23), 17
(4, 14), 17
(19, 20), 17
(3, 24), 17
(35, 51), 17
(10, 32), 17
(8, 22), 17
(31, 36), 17
(11, 56), 17
(17, 54), 17
(42, 54), 17
(23, 29), 17
(14, 35), 17
(14, 30), 17
(13, 59), 17
(3, 46), 17
(19, 29), 17
(23, 28), 17
(2, 59), 17
(33, 40), 17
(31, 53), 17
(18, 42), 17
(38, 41), 17
(12, 52), 17
(59, 60), 17
(17, 56), 17
(40, 49), 17
(28, 54), 17
(32, 40), 17
(1, 50), 17
(33, 52), 17
(32, 47), 17
(30, 54), 17
(17, 35), 17
(50, 60), 17
(37, 41), 17
(10, 13), 17
(8, 48), 17
(7, 38), 17
(11, 35), 17
(10, 52), 17
(25, 42), 17
(7, 31), 17
(13, 34), 17
(19, 37), 17
(17, 55), 17
(47, 55), 17
(40, 51), 17
(23, 46), 17
(10, 21), 17
(5, 12), 17
(3, 58), 17
(24, 45), 17
(23, 60), 17
(13, 58), 17
(2, 27), 17
(6, 23), 17
(7, 44), 17
(5, 43), 17
(7, 37), 17
(13, 44), 17
(44, 46), 17
(11, 39), 17
(36, 37), 17
(23, 24), 17
(18, 43), 17
(19, 41), 17
(19, 50), 17
(23, 42), 17
(37, 38), 17
(10, 24), 17
(1, 10), 17
(20, 44), 17
(6, 11), 17
(20, 43), 17
(25, 32), 17
(9, 44), 17
(7, 33), 17
(10, 53), 17
(28, 50), 17
(21, 29), 17
(23, 27), 17
(10, 60), 17
(5, 25), 17
(18, 39), 17
(2, 15), 17
(47, 54), 17
(16, 28), 17
(5, 54), 17
(24, 39), 17
(27, 50), 17
(1, 59), 17
(21, 40), 17
(4, 6), 17
(23, 52), 17
(30, 59), 17
(37, 43), 17
(11, 40), 17
(17, 23), 17
(46, 60), 17
(36, 38), 17
(10, 49), 17
(18, 49), 17
(14, 24), 17
(34, 51), 17
(27, 56), 17
(17, 19), 17
(1, 38), 17
(33, 56), 17
(10, 42), 17
(21, 52), 17
(32, 33), 17
(31, 43), 17
(8, 11), 17
(20, 52), 17
(3, 20), 17
(40, 47), 17
(32, 54), 16
(5, 31), 16
(15, 30), 16
(51, 60), 16
(2, 53), 16
(57, 59), 16
(8, 38), 16
(16, 38), 16
(36, 41), 16
(35, 52), 16
(49, 51), 16
(3, 60), 16
(16, 44), 16
(40, 55), 16
(21, 30), 16
(4, 24), 16
(33, 53), 16
(20, 29), 16
(12, 19), 16
(31, 34), 16
(21, 57), 16
(23, 55), 16
(5, 32), 16
(9, 17), 16
(40, 44), 16
(16, 53), 16
(34, 57), 16
(41, 52), 16
(2, 49), 16
(53, 58), 16
(1, 44), 16
(8, 42), 16
(33, 38), 16
(12, 46), 16
(37, 50), 16
(22, 30), 16
(24, 25), 16
(1, 37), 16
(6, 36), 16
(14, 23), 16
(30, 44), 16
(30, 50), 16
(14, 42), 16
(54, 60), 16
(50, 59), 16
(30, 60), 16
(13, 45), 16
(14, 52), 16
(32, 48), 16
(5, 21), 16
(11, 36), 16
(41, 55), 16
(8, 25), 16
(13, 26), 16
(30, 46), 16
(4, 37), 16
(27, 38), 16
(16, 39), 16
(11, 14), 16
(25, 57), 16
(24, 34), 16
(4, 43), 16
(10, 16), 16
(21, 54), 16
(28, 45), 16
(44, 60), 16
(20, 36), 16
(31, 41), 16
(5, 38), 16
(9, 35), 16
(44, 59), 16
(52, 58), 16
(22, 41), 16
(5, 47), 16
(30, 57), 16
(2, 17), 16
(30, 32), 16
(38, 51), 16
(19, 28), 16
(34, 54), 16
(16, 36), 16
(6, 43), 16
(38, 45), 16
(12, 48), 16
(43, 50), 16
(15, 41), 16
(2, 14), 16
(7, 13), 16
